bvid,title,length,category,topic,season,created,play,status,video,text,url
BV1k1Y763Ejj,蓝宝石怎么镶才好看？这一期直接抄答案,01:25,02_彩色宝石,02_彩色宝石,,1789121081,37,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1k1Y763Ejj
BV1tjYT6HEVR,客订珠宝 | 这期设计都能给到夯！,02:48,05_金属首饰与佩戴,05_金属首饰与佩戴,,1789034582,225,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1tjYT6HEVR
BV1QebK6LE3a,九月香港珠宝展预告！快来聊聊,00:52,08_行业与商业,08_行业与商业,,1788776441,575,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1QebK6LE3a
BV1p9to66ELo,景甜风富贵花怎么戴珠宝？贵气但别老气,03:26,05_金属首饰与佩戴,05_金属首饰与佩戴,,1788433544,1298,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1p9to66ELo
BV1N6t86vEJ7,长期主义买彩宝该怎么选？这三点一定要注意,02:03,02_彩色宝石,02_彩色宝石,,1788170661,432,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1N6t86vEJ7
BV1t34R6BE73,秋冬首饰搭配就看这三个方向！很妙~,02:49,05_金属首饰与佩戴,05_金属首饰与佩戴,,1787827829,570,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1t34R6BE73
BV1Pm8d6CE5E,精切小货上新｜3年前都买不到的价格,01:47,05_金属首饰与佩戴,05_金属首饰与佩戴,,1787741078,1973,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1Pm8d6CE5E
BV1VFhP6mEHE,程潇风甜辣脸，选这些珠宝上大分！,03:25,11_其他,11_其他,,1787569571,548,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/11_其他,,https://www.bilibili.com/video/BV1VFhP6mEHE
BV1qh8z6JEM6,粉色尖晶石怎么选？颜值即正义,05:12,02_彩色宝石,02_彩色宝石,,1787317514,552,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1qh8z6JEM6
BV1V88c6qEAZ,2026彩宝热度排行，第一名果然是它,03:54,02_彩色宝石,02_彩色宝石,,1787225268,1787,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1V88c6qEAZ
BV1DpbC67EPq,火年买蓝色系宝石？先别上头，听我说完,03:33,02_彩色宝石,02_彩色宝石,,1786786200,1013,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1DpbC67EPq
BV13Ygp6jEt4,田曦薇风甜妹脸，珠宝要灵动别显老！,01:36,05_金属首饰与佩戴,05_金属首饰与佩戴,,1786615588,968,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV13Ygp6jEt4
BV15kui6XE6a,拥有现代感的中式时尚风格到底什么样？,02:24,05_金属首饰与佩戴,05_金属首饰与佩戴,,1786442897,37615,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV15kui6XE6a
BV1dDuJ6GErn,王楚然同款清冷脸，珠宝越干净越高级,02:18,05_金属首饰与佩戴,05_金属首饰与佩戴,,1786014972,969,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1dDuJ6GErn
BV1upM16eExF,七夕送礼看这儿~珠宝搭配攻略来了,01:38,05_金属首饰与佩戴,05_金属首饰与佩戴,,1785924216,585,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1upM16eExF
BV1UnGP6tEma,蓝宝石怎么挑？颜色净度切工产地一次讲透,08:22,02_彩色宝石,02_彩色宝石,,1785505698,1518,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1UnGP6tEma
BV16GgC6nEZm,杨幂风女生，珠宝要够利落别太乖,01:58,11_其他,11_其他,,1784714719,840,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/11_其他,,https://www.bilibili.com/video/BV16GgC6nEZm
BV1gPKm6qEQh,买彩宝别上头！这4种买了就后悔,03:55,02_彩色宝石,02_彩色宝石,,1784541724,10970,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1gPKm6qEQh
BV1HsKP6PEvN,NGTC沉香鉴赏师开课啦！专业不容错过~,02:25,04_有机宝石,04_有机宝石,,1784370152,495,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1HsKP6PEvN
BV12PKn6QEjA,尖晶石专场｜帕帕拉恰色、绝地、奶盖一次看够,03:34,02_彩色宝石,02_彩色宝石,,1784282991,1287,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV12PKn6QEjA
BV1gfNi6TE4F,1千多！天然彩宝18k金镶嵌~真香！,02:22,02_彩色宝石,02_彩色宝石,,1784113559,1363,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1gfNi6TE4F
BV1YvNt6DER2,珠宝人出差带什么？客户选品大公开,02:57,08_行业与商业,08_行业与商业,,1784029793,1080,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1YvNt6DER2
BV1ryNJ6kEdv,赵露思同款甜妹脸，珠宝这样选准没错！,02:07,05_金属首饰与佩戴,05_金属首饰与佩戴,,1783682638,1062,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1ryNJ6kEdv
BV1CsME67EE5,珠宝圈千万大瓜！换货出逃...离大谱了,05:07,11_其他,11_其他,,1783591344,4391,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/11_其他,,https://www.bilibili.com/video/BV1CsME67EE5
BV1XGM36GE2t,红宝开箱｜买珠宝，是为了取悦自己！,02:10,02_彩色宝石,02_彩色宝石,,1783504880,1096,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1XGM36GE2t
BV1zQMb6zEa4,7月生辰石红宝石，从入门到收藏都有了,03:49,02_彩色宝石,02_彩色宝石,,1783425140,904,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1zQMb6zEa4
BV1eoTE6aEeS,金价波动大，理财选黄金还是彩宝？,05:36,02_彩色宝石,02_彩色宝石,,1783072800,1197,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1eoTE6aEeS
BV1r4TY6EEpv,明价彩宝，别只看价格！这几点更重要,02:27,02_彩色宝石,02_彩色宝石,,1782900000,1704,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1r4TY6EEpv
BV17fKD64EgD,迪丽热巴浓颜系长相，珠宝这样选就对了,02:47,07_行情与选购,07_行情与选购,,1782737198,678,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/07_行情与选购,,https://www.bilibili.com/video/BV17fKD64EgD
BV1ah7p6wE7p,蓝宝上新｜你们催的性价比款，终于来了,02:01,02_彩色宝石,02_彩色宝石,,1782554472,1094,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1ah7p6wE7p
BV1pS736nEzr,红宝上新｜几千到小万，性价比天花板,02:56,02_彩色宝石,02_彩色宝石,,1782468000,874,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1pS736nEzr
BV1WH7h63EdP,年中特惠专场来啦！全场彩宝明价局,01:33,02_彩色宝石,02_彩色宝石,,1782381600,821,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1WH7h63EdP
BV1rnjR6NEHs,去香港珠宝展逛了两天，我发现行业真的变了,11:07,08_行业与商业,08_行业与商业,,1782299114,16063,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1rnjR6NEHs
BV19ejC6dEd3,带大家沉浸式逛香港珠宝展,03:39,08_行业与商业,08_行业与商业,,1781918748,1441,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV19ejC6dEd3
BV1mYjc6tEpZ,2026珠宝怎么买？拍卖行与老许给出了同一份答案,06:13,07_行情与选购,07_行情与选购,,1781772001,876,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/07_行情与选购,,https://www.bilibili.com/video/BV1mYjc6tEpZ
BV1QyjV6qE9B,永乐春拍探库| 什么作品能上拍？现场解密,04:47,08_行业与商业,08_行业与商业,,1781613454,743,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1QyjV6qE9B
BV15Yju68EuH,我们带着战马、五神兽上永乐拍卖啦！,05:23,08_行业与商业,08_行业与商业,,1781589920,762,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV15Yju68EuH
BV1FuJH6LEhi,永乐拍卖图录开箱！看到我们的产品啦~,00:57,08_行业与商业,08_行业与商业,,1781344800,628,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1FuJH6LEhi
BV1SCEy64EY6,沉香怎么成了珠宝品牌的“流量密码”？,05:57,04_有机宝石,04_有机宝石,,1781264543,565,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1SCEy64EY6
BV1SNEv6hEcW,618低价彩宝陷阱，这些再便宜都别买！,04:03,02_彩色宝石,02_彩色宝石,,1781172000,1617,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1SNEv6hEcW
BV194E76pEwj,买彩宝只看颜色？难怪你踩坑！这8点才是关键,08:16,02_彩色宝石,02_彩色宝石,,1781003437,1917,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV194E76pEwj
BV1vd7r6oEZT,武当山联名吊坠出货啦！工艺与颜值并存~,03:13,05_金属首饰与佩戴,05_金属首饰与佩戴,,1780653600,288,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1vd7r6oEZT
BV1xn796gEwz,2026香港珠宝展|6大板块趋势+避坑清单,10:12,06_鉴定与避坑,06_鉴定与避坑,,1780485496,1637,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/06_鉴定与避坑,,https://www.bilibili.com/video/BV1xn796gEwz
BV11fVB6WEth,五行隔珠丨可玩性和寓意都拉满了~,03:20,04_有机宝石,04_有机宝石,,1780393864,9100,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV11fVB6WEth
BV1QyGX6KE8L,珠宝人的618来啦！品类超全快来捡漏,01:25,07_行情与选购,07_行情与选购,,1779962400,1437,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/07_行情与选购,,https://www.bilibili.com/video/BV1QyGX6KE8L
BV1A6VA6SEEB,方竹戒指｜外方内圆，转出时来运转,02:36,05_金属首饰与佩戴,05_金属首饰与佩戴,,1779789600,1319,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1A6VA6SEEB
BV1czGB65EuE,6月生辰石｜珍珠这样买，省一半钱,02:36,04_有机宝石,04_有机宝石,,1779539195,1216,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1czGB65EuE
BV1qALe6AEkc,新品两戴款“穗与星河”不张扬自发光,03:38,05_金属首饰与佩戴,05_金属首饰与佩戴,,1779415606,10015,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1qALe6AEkc
BV1XzLq6NETh,好久没上新，终于来新货了！🎉 这批彩色蓝宝石，我重点想讲切工，老许家的xu cut系列我不允许你不知道！,03:01,02_彩色宝石,02_彩色宝石,,1779182794,1898,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1XzLq6NETh
BV1ipLg6wECn,520心动信号，藏在珠宝里,01:21,11_其他,11_其他,,1778917554,1164,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/11_其他,,https://www.bilibili.com/video/BV1ipLg6wECn
BV1Mu5Y6jEZj,天然彩宝 vs 培育彩宝，真相了！别再闭眼入！,06:40,02_彩色宝石,02_彩色宝石,,1778825599,3716,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1Mu5Y6jEZj
BV16x5g6KEnJ,新品“平安果”能打开！藏着你不敢说的小心愿,02:44,09_品牌新品与动态,09_品牌新品与动态,,1778585396,2278,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/09_品牌新品与动态,,https://www.bilibili.com/video/BV16x5g6KEnJ
BV1SF9vBmEt3,东方美学顶流！五大神兽之朱雀,03:45,10_珠宝文化与故事,10_珠宝文化与故事,,1777552624,7320,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/10_珠宝文化与故事,,https://www.bilibili.com/video/BV1SF9vBmEt3
BV1yNoQBFEfV,🐉新品｜五大神兽·青龙首发！中国传统“奢侈品”,03:41,09_品牌新品与动态,09_品牌新品与动态,,1777119423,4410,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/09_品牌新品与动态,,https://www.bilibili.com/video/BV1yNoQBFEfV
BV1iqdhB9Eqn,内行人选沉香，看这几点就够了！捡漏？需谨慎💥,05:35,04_有机宝石,04_有机宝石,,1776327376,1217,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1iqdhB9Eqn
BV1yPQ8BXE4v,2026珠宝收藏风向，永乐专场见！,04:32,09_品牌新品与动态,09_品牌新品与动态,,1776077868,1126,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/09_品牌新品与动态,,https://www.bilibili.com/video/BV1yPQ8BXE4v
BV1pHQPBLExb,内行人选翡翠看什么？3分钟看懂,03:25,03_玉石,03_玉石,,1775829844,1041,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/03_玉石,,https://www.bilibili.com/video/BV1pHQPBLExb
BV1WUDWBvE7f,沉香和珍珠，诞生方式是一样的？,02:16,04_有机宝石,04_有机宝石,,1775724229,522,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1WUDWBvE7f
BV1qdSfBXELS,4.15见｜战马，把战意戴在身上,02:37,05_金属首饰与佩戴,05_金属首饰与佩戴,,1775474948,5469,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1qdSfBXELS
BV1TH9FB2Ekf,刚从永乐拍卖回来，高货实在是太多了...,02:15,08_行业与商业,08_行业与商业,,1775132929,921,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1TH9FB2Ekf
BV1wJfiBpETo,象征友情的橙色，都在这颗芬达石里了,01:28,02_彩色宝石,02_彩色宝石,,1772080075,8497,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1wJfiBpETo
BV1B6ZLBWE1i,怎么把“瞬间与永恒”，做进一件首饰里？,01:54,05_金属首饰与佩戴,05_金属首饰与佩戴,,1771063200,3184,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1B6ZLBWE1i
BV1NCchzEEwB,上难度！沉香×猛犸燕燕尾榫卯手串,03:08,04_有机宝石,04_有机宝石,,1770890400,61068,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1NCchzEEwB
BV12UFQzrEWD,为什么老玩家都偏爱干车沉香？,03:31,04_有机宝石,04_有机宝石,,1770720575,1505,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV12UFQzrEWD
BV1F1FCzrEzi,挑战沉香工艺极限：这三种超精工珠型有多难？,03:15,04_有机宝石,04_有机宝石,,1770376080,1103,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1F1FCzrEzi
BV1AqFazEEfz,珠宝人做的沉香，到底有哪里不一样？,02:48,04_有机宝石,04_有机宝石,,1770291176,1130,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1AqFazEEfz
BV1yPzMBFEQ1,你的沉香手串松垮？真不怪你！,01:00,04_有机宝石,04_有机宝石,,1769168483,1220,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1yPzMBFEQ1
BV1EJk7BQEEr,我们为什么按珠宝标准做沉香？,01:42,04_有机宝石,04_有机宝石,,1768905015,1056,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1EJk7BQEEr
BV1vwrkBjE1G,珠宝人生存法则丨2026行业寒冬该如何度过？,05:52,08_行业与商业,08_行业与商业,,1768561487,1800,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1vwrkBjE1G
BV1116UB7En4,2026开年必看，黄金翡翠新品上新太戳我,03:04,03_玉石,03_玉石,,1768058038,3116,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/03_玉石,,https://www.bilibili.com/video/BV1116UB7En4
BV1LZi7BPETM,2026，你的第一颗彩宝选好了吗？,01:13,02_彩色宝石,02_彩色宝石,,1767531236,2058,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1LZi7BPETM
BV1QEBDBdEJK,行业大洗牌：未来能活下来的珠宝品牌长啥样,08:08,08_行业与商业,08_行业与商业,,1766656800,1959,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1QEBDBdEJK
BV1EdBFBbE7j,明代首饰盘点丨当金子不用来花…,06:23,05_金属首饰与佩戴,05_金属首饰与佩戴,,1766146661,7676,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1EdBFBbE7j
BV12XmRBHEXt,2025永樂秋賣丨宝石学家眼中的必看拍品,04:16,02_彩色宝石,02_彩色宝石,,1765630552,1089,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV12XmRBHEXt
BV1ypmmBfE67,新年一点红 宝石不踩坑丨凤凰涅槃设计款,04:51,02_彩色宝石,02_彩色宝石,,1765546572,1244,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1ypmmBfE67
BV1Mk14BBEvD,比拿铁还难的榫卯工艺？老山檀×水牛角手串,03:32,04_有机宝石,04_有机宝石,,1762346763,1317,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1Mk14BBEvD
BV1jP1jB9EiZ,谁说危料翡翠不如缅料？这不就是！,05:38,03_玉石,03_玉石,,1761994456,1925,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/03_玉石,,https://www.bilibili.com/video/BV1jP1jB9EiZ
BV1uGySBeE1V,不是所有“翠”都叫翡翠！危料与非洲翠区别,03:50,03_玉石,03_玉石,,1761733467,3990,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/03_玉石,,https://www.bilibili.com/video/BV1uGySBeE1V
BV1EJsBznEVP,为什么你买的榫卯手串，和图永远不一样？,03:01,04_有机宝石,04_有机宝石,,1761213600,2798,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1EJsBznEVP
BV1M3W4zPEAT,13周年，以新相许丨重磅礼盒，抢先体验！,02:48,09_品牌新品与动态,09_品牌新品与动态,,1760782470,1375,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/09_品牌新品与动态,,https://www.bilibili.com/video/BV1M3W4zPEAT
BV1mZ4Bz3EHH,危料翡翠会成为下一个“莫桑比克红宝石”？,06:03,01_钻石,01_钻石,,1760527584,4249,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/01_钻石,,https://www.bilibili.com/video/BV1mZ4Bz3EHH
BV1JHHHzPEJq,危料翡翠是“潜力股”还是“智商税”？,05:33,03_玉石,03_玉石,,1759309555,11400,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/03_玉石,,https://www.bilibili.com/video/BV1JHHHzPEJq
BV1tcW3zREQS,猜猜我在香港珠宝展发现了什么？,00:26,08_行业与商业,08_行业与商业,,1758278957,1199,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1tcW3zREQS
BV1U1HYzjEvJ,非遗工艺·榫卯手串丨老山檀×猛犸牙,03:46,04_有机宝石,04_有机宝石,,1757589000,8560,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1U1HYzjEvJ
BV1HihyzxEwG,不开滤镜！看看6位数的彩钻火彩有多闪...,03:14,01_钻石,01_钻石,,1756377962,2762,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/01_钻石,,https://www.bilibili.com/video/BV1HihyzxEwG
BV11Xe1zVE1B,9 月港展：26 年行情风向藏在这些细节里？,09:23,07_行情与选购,07_行情与选购,,1756292543,1509,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/07_行情与选购,,https://www.bilibili.com/video/BV11Xe1zVE1B
BV1K9ewz9E5Z,珠宝人注意！9月NGTC沉香研学报名开启,01:34,04_有机宝石,04_有机宝石,,1755599848,745,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1K9ewz9E5Z
BV1r5tmzxEVS,手型适配指南：你的宝石形状选对了吗？,01:51,02_彩色宝石,02_彩色宝石,,1754653435,2480,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1r5tmzxEVS
BV18Gtcz3EX6,2025了，还死磕无烧宝石？醒醒吧！,03:51,02_彩色宝石,02_彩色宝石,,1754455200,4459,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV18Gtcz3EX6
BV1dAhHzUEeh,靠谱吗？用鉴定宝石的方式，看沉香真假,03:08,02_彩色宝石,02_彩色宝石,,1754046967,4935,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1dAhHzUEeh
BV1ARhwzVERh,阿里巴巴×NGTC沉香产业链,01:47,04_有机宝石,04_有机宝石,,1753873332,747,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1ARhwzVERh
BV1kf8XzmE6b,央行出手！8月执行，贵金属和宝石交易新规,04:07,02_彩色宝石,02_彩色宝石,,1753761875,3430,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1kf8XzmE6b
BV17ku9zdEYc,2025推荐！5K-1W预算能入手哪些彩宝？,02:37,【合集】彩宝选购合集,02_彩色宝石,彩宝选购合集,1752923421,6915,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】彩宝选购合集,,https://www.bilibili.com/video/BV17ku9zdEYc
BV1SquEzGE8n,精切专场！一键get到明星同款的闪耀✨,01:49,05_金属首饰与佩戴,05_金属首饰与佩戴,,1752573765,16217,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1SquEzGE8n
BV1SUG3zaETr,同克拉祖母绿，为什么价差万倍?😱,03:57,【合集】彩宝选购合集,02_彩色宝石,彩宝选购合集,1752143788,6057,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】彩宝选购合集,,https://www.bilibili.com/video/BV1SUG3zaETr
BV1Pe3VzoEau,2天吃透千亿沉香赛道💰搞钱密码GET！,02:11,04_有机宝石,04_有机宝石,,1751623200,2018,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1Pe3VzoEau
BV1n43tzZEDU,彩宝防晒冷知识！90%人不知道,02:20,02_彩色宝石,02_彩色宝石,,1751454677,8080,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1n43tzZEDU
BV1pVKozaErS,顶级金绿猫眼能升值？3招教你品鉴,02:33,02_彩色宝石,02_彩色宝石,,1750934256,10425,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1pVKozaErS
BV1B4Mzz2Eat,2天速通沉香全产业链！NGTC证书get✅,01:41,04_有机宝石,04_有机宝石,,1749814151,1967,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1B4Mzz2Eat
BV17G7pzsEZM,黄金纯度陷阱：足金、千、万足金的区别究竟在哪？,02:32,05_金属首饰与佩戴,05_金属首饰与佩戴,,1748614975,7224,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV17G7pzsEZM
BV1hsjqzUEKv,3分钟揭秘大品牌珠串贵 10 倍的 5 个真相！,04:08,06_鉴定与避坑,06_鉴定与避坑,,1748427511,3087,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/06_鉴定与避坑,,https://www.bilibili.com/video/BV1hsjqzUEKv
